flavors,parents_link,recommendations_notes,grow_info,parents_link/_source,strain_highlights,parents/_source,number_reviews,review,most_popular_in,name,parents/_alt,parents,pageUrl
1. Sweet 2. Earthy 3. Pungent,https://www.leafly.com/hybrid/girl-scout-cookie,60,60,/hybrid/girl-scout-cookie,"Fortune Cookies is a hybrid cannabis strain that combines the famed genetics of Girl Scout Cookies and OG Kush in a potent mix of earthy, honeyed flavors. OG Kush genes are already present in Girl Scout Cookies, but Fortune Cookies has pronounced characteristics that OG fans will appreciate. Sativa genetics usually lead the way with Fortune Cookies, inducing a soaring, long-lasting buzz perfect for creative escapes. This hybrid can hit hard in larger doses, pushing past the confines of a subtle buzz into the weighty “couch-lock” effects typically associated with indica strains.; Most Helpful pp2625 10/18/2015 2:46 AM 10/18/2015 2:46 AM “This strain is a personal love of mine....as an artist my living comes from my inspirations and with this strain the inspiration comes fast and furious...it sells quick so grab it fast.... coughing ""coughy"" 3/10 chillum...a very energetic strain.” Read Full Review Report Abuse Most Recent Stoysus 2/23/2016 1:10 AM 2/23/2016 1:10 AM “We love the gsc family!! Right now anything with cookies is just hot I mean fire!! We just took our first run at our fortune c and the future holds a very Stoney evening! Four thumbs up in a volcano ! Phew enjoy” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/hybrid/girl-scout-cookie/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/hybrid/og-kush/badge?width=340&padding=false,4.5| 63 Reviews,4.5,"Denver, CO Detroit, MI Colorado Springs, CO Los Angeles,CA Vancouver,BC; Cortez, CO Detroit,MI Garden City, CO Jurupa Valley, CA Kennewick, WA",Fortune Cookies,Girl Scout Cookies; OG Kush,https://d3h17ltqi8v019.cloudfront.net/hybrid/girl-scout-cookie/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/hybrid/og-kush/badge?width=340&padding=false,https://www.leafly.com/hybrid/fortune-cookies
,https://www.leafly.com/hybrid/stardawg,,,/hybrid/stardawg,"Four Star General from Fire Bros. is an indica-dominant cannabis strain that brings together genetics from two Chemdawg hybrids, Stardawg and Tres Dawg. Its buds are a vibrant show of purple and green calyxes wrapped in red-orange hairs, all shrouded by a sparkling coat of frosty resin. Sweet and earthy with sour notes, Four Star General’s effects weigh down the mind with serene, dreamy euphoria.; Most Helpful himan365 1/19/2016 5:32 AM 1/19/2016 5:32 AM “This was he most euphoric and energetic high I have ever had. I enjoyed some Four Star General before my 8 hour shift at McDonald's and i was very productive. Got many compliments from guests. Time flew by so fast. But this does cause very red eyes. Dont forget the drops for work!” Read Full Review Report Abuse Most Recent whoofertube85 1/23/2016 5:47 AM 1/23/2016 5:47 AM “Whew Whee! New top dawg! The nug crumbles up nice and easy! Great for shows!Almost eliminates the need for a grinder...intense head high! True to its description, very dreamy. Followed by a nice body buzz. Overwhelming sense of calmness washes over you!” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/hybrid/stardawg/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/hybrid/tres-dawg/badge?width=340&padding=false,5| 1 Reviews,5,,Four Star General,Stardawg; Tres Dawg,https://d3h17ltqi8v019.cloudfront.net/hybrid/stardawg/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/hybrid/tres-dawg/badge?width=340&padding=false,https://www.leafly.com/hybrid/four-star-general
1. Pine 2. Citrus 3. Skunk,https://www.leafly.com/indica/purple-star,53,53,/indica/purple-star,"Frisian Dew, Dutch Passion’s pride and joy, is a 50/50 hybrid first bred in 2008 by combining Super Skunk and Purple Star. Expressing itself in hues of either green or deep purple, Frisian Dew delivers powerfully euphoric effects with an aroma of spicy pine and citrus. Frisian Dew plants are hardy, mold-resistant, and grow well in Northern European climates. Outdoor flowers will ripen around the beginning of October, while indoor gardens finish their flowering in just 7 to 8 weeks.; Most Helpful dddjnoise5 10/11/2014 10:23 PM 10/11/2014 10:23 PM “Super easy to grow outdoor! Smell is very exotic, mango, pine, peppery. Taste is more pine and licorice. High is perfectly 50/50 head and body sensations. Very tingly and euphoric, but if you stop moving you will feel very sedated and drowsy. Overall it's good, but definitely more of a evening bud.” Read Full Review Report Abuse Most Recent kajkush 3/2/2016 9:49 PM 3/2/2016 9:49 PM “Not a super strain, but I probably think it isnt that good because i grew it myself outdoors. (they were my first plants). not so dense buds, but the effects are nice.” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/indica/purple-star/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/indica/super-skunk/badge?width=340&padding=false,3.9| 14 Reviews,3.9,"Bremerton, WA Cashmere,WA Davis, CA; Portland, OR Poulsbo,WA Seattle, WA",Frisian Dew,Purple Star; Super Skunk,https://d3h17ltqi8v019.cloudfront.net/indica/purple-star/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/indica/super-skunk/badge?width=340&padding=false,https://www.leafly.com/hybrid/frisian-dew
1. Lemon 2. Orange 3. Pungent,https://www.leafly.com/indica/brand-x,57; Medium,57; Medium,/indica/brand-x,"Frosted Freak is a Michigan hybrid that crosses Brand X with a long-lost sativa-dominant strain known as High Roller. She gets her name from the thick dusting of crystal resin that blankets its dense sage buds. With a citrus and piney mint flavor, Frosted Freak delivers potent effects that relax muscles, encourage the appetite, and calm nerves.; Most Helpful jilld 8/28/2015 3:56 PM 8/28/2015 3:56 PM “Oh yeah, this is my Favorite one!! I've. never seen such a chromoly crystaled up tricome strain like this one!! Looking like a mirror she shines so much, pure glamorous! Absolutely beautiful! And that is just how she looks, haven't even got to the dank smell of citrus & lemonade punch smell yet! Real good dense rock flowers, tasting like well, lemony, mint,pine all wrapped up into a bunch of love!! Super relaxatio...” Read Full Review Report Abuse Most Recent smkwright 10/31/2015 8:01 PM 10/31/2015 8:01 PM “Excellent pain reliever” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/indica/brand-x/badge?width=340&padding=false,4.8| 5 Reviews,4.8,"Bend, OR Corvallis, OR Madras, OR; McMinnville, OR Shoreline, WA Vancouver,BC",Frosted Freak,Brand X,https://d3h17ltqi8v019.cloudfront.net/indica/brand-x/badge?width=340&padding=false,https://www.leafly.com/hybrid/frosted-freak
1. Sweet 2. Sage 3. Citrus,https://www.leafly.com/indica/blueberry,53,53,/indica/blueberry,"Fruit Spirit is a 60% sativa-dominant hybrid that was bred by Royal Queen Seeds through crossing Blueberry and White Widow. This is a match made in heaven, as Fruit Spirit inherits a pleasant blueberry aroma and White Widow’s heavy resin production. A sense of happiness eases the mind in total cerebral relaxation, making Fruit Spirit suitable for patients treating mood disorders, anxiety, or depression. This sweet-smelling hybrid flowers in 7 to 8 weeks indoors, but outdoor gardens should only be grown in warm, sunny regions.; Most Helpful Chill_Panda 4/24/2014 6:30 AM 4/24/2014 6:30 AM “By far Fruit Spirit is the strain for those who have horrendous mood swings. It balanced me and made me meditate and take a nap it kind of reset me, even though it felt like a nap and meditation was actually listening to washed out and spaced out. It changed the way I valued life it was incredible and I can't describe that I felt the same, just that there was more in life and it changed me I can't get enough of this ...” Read Full Review Report Abuse Most Recent Greensch 7/17/2015 4:47 PM 7/17/2015 4:47 PM “One of the tastiest varieties that I have tasted Fun, communicative” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/indica/blueberry/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/hybrid/white-widow/badge?width=340&padding=false,4.3| 13 Reviews,4.3,"Bellevue, WA Detroit, MI; Renton, WA",Fruit Spirit,Blueberry; White Widow,https://d3h17ltqi8v019.cloudfront.net/indica/blueberry/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/hybrid/white-widow/badge?width=340&padding=false,https://www.leafly.com/hybrid/fruit-spirit
1. Sweet 2. Berry 3. Tropical,https://www.leafly.com/hybrid/green-ribbon,,,/hybrid/green-ribbon,"Fruity Pebbles (AKA Fruity Pebbles OG) by Alien Genetics was a limited-time offering from the breeder. This sweet hybrid takes genetics from Green Ribbon, Granddaddy Purple, and Tahoe Alien to create a tropical, berry flavor reminiscent of the cereal. The euphoric effects will keep you happy when you’re stressed and help you catch some sleep when faced with insomnia. Sit back, relax, and pour yourself a bowl of Fruity Pebbles!; Most Helpful CaptainKush99 6/23/2015 3:56 PM 6/23/2015 3:56 PM “Knocked me on my fuckin' ass. Tasted heavenly. I spaced harder than I ever have before, and I even started to hallucinate. Made me forget all my troubles and put me in a great mood. To say the least I was really fucking high. 10/10” Read Full Review Report Abuse Most Recent gregs01 3/4/2016 12:27 PM 3/4/2016 12:27 PM “The aroma coming off of this batch is amazing! Smells really close to the cereal and the taste is reminiscent of the smell with strong tropical flavors, absolutley covered in trichomes, great cerebral high, a little haziness (which I like) and a nice relaxing body as well. 👌” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/hybrid/green-ribbon/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/indica/granddaddy-purple/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/hybrid/tahoe-alien/badge?width=340&padding=false,4.3| 268 Reviews,4.3,"Portland, OR Eugene, OR Los Angeles,CA Detroit, MI Detroit,MI; Los Angeles, CA Mesa, AZ Albany, OR Anacortes, WA Ashland, OR",Fruity Pebbles,Green Ribbon; Granddaddy Purple; Tahoe Alien,https://d3h17ltqi8v019.cloudfront.net/hybrid/green-ribbon/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/indica/granddaddy-purple/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/hybrid/tahoe-alien/badge?width=340&padding=false,https://www.leafly.com/hybrid/fruity-pebbles
1. Flowery 2. Sweet 3. Vanilla,https://www.leafly.com/hybrid/cherry-pie,,,/hybrid/cherry-pie,"Funfetti is a 60/40 indica-dominant hybrid that crosses Cherry Pie with a select phenotype of Animal Cookies, nicknamed Secret Cookies. This strain was originally bred in Northern California by a group of breeders know as Bay Exclusives and was released in limited quantities. Funfetti expresses itself in dark shades of purple and blue that contrast the bright orange pistils and milky trichomes covering all available surface area of the bud. It carries a piney OG undertone to go along with its sweet creamy flavor that is reminiscent of fresh baked birthday cake.; Most Helpful Bambi710 9/22/2015 3:06 AM 9/22/2015 3:06 AM “My new favorite strain. Cherry Pie packs quiet the punch in this Secret Cookies/ Cherry Pie combination. The bud structure leans toward the cookie side, very dark in nature but the trichs message cover this darker colored bud. The smoke was inutially very fruity while still giving off a strong cookies exhale, reminding you of its notable lineage. Affects lean towards the indica side. Often stuck on the couch while fe...” Read Full Review Report Abuse Most Recent ladybluntt 2/13/2016 2:28 AM 2/13/2016 2:28 AM “Omg I'm in love💚💚. This strain taste so good is like having a French pastry in your mouth. Creamy, velvety just fine stuff !!” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/hybrid/cherry-pie/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/hybrid/animal-cookies/badge?width=340&padding=false,4.6| 20 Reviews,4.6,"Eugene, OR; Portland, OR",Funfetti,Cherry Pie; Animal Cookies,https://d3h17ltqi8v019.cloudfront.net/hybrid/cherry-pie/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/hybrid/animal-cookies/badge?width=340&padding=false,https://www.leafly.com/hybrid/funfetti
1. Orange 2. Skunk 3. Tree Fruit,,,,,"The ""Orange"" G Stik from G FarmaLabs is a hybrid blend with a tangy aroma that arouses those around you with fascination. If you are in need of a breathtaking hybrid blend to get you through an early evening of health and enjoyment, give the ""Orange"" G Stik a strike of fire.",,,,"Bellflower, CA","G Stik ""Orange""",,,https://www.leafly.com/hybrid/g-stik-orange
,,,,,"The ""Verde"" G Stik from G FarmaLabs symbolizes the energy and healing of the lime green color in this potent hybrid blend. This cannabis pre-roll was created specifically for the connoisseur and patient that is on the go, but needs that ready-to-go Stik. The healing properties of the color lime green bring you rewards for your labors and an end to stress. If you are looking for a classic hybrid blend to start the night and enjoy the well-being you deserve, don't forget to put the ""Verde"" in your hand.",,,,"Bellflower, CA Huntington Beach, CA; Seattle, WA","G Stik ""Verde""",,,https://www.leafly.com/hybrid/g-stik-verde
,https://www.leafly.com/hybrid/acdc,,,/hybrid/acdc,"Created by Scapegoat Genetics and TSL Farms, G.O.A.T. is a hybrid strain that crosses Animal Pie and ACDC. Bursting with fragrant cherry aromas, G.O.A.T. is as flavorful as it is potent. With a 1:1 ratio of CBD:THC, this hybrid is preferred by patients treating pain, multiple sclerosis, and cancer.; Most Helpful HASHTAGHiDef 2/23/2016 11:41 AM 2/23/2016 11:41 AM “Definitely a quality strain idk about greatest of all time but great none the less. The effects can sneak up on and hit you in the face like an angry ex with a grudge and maybe a frying pan full of gravel. Enjoyed some before bed then a few hours later woke up to get the paper and locked myself out for half hour before realizing the door wasn't locked. Boy was my son embarrassed/confused when the bus passed by with m...” Read Full Review Report Abuse Most Recent rskls 2/24/2016 1:14 PM 2/24/2016 1:14 PM “Terp City” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/hybrid/acdc/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/hybrid/cherry-pie/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/hybrid/animal-cookies/badge?width=340&padding=false,5| 1 Reviews,5,,G.O.A.T.,ACDC; Cherry Pie; Animal Cookies,https://d3h17ltqi8v019.cloudfront.net/hybrid/acdc/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/hybrid/cherry-pie/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/hybrid/animal-cookies/badge?width=340&padding=false,https://www.leafly.com/hybrid/goat
1. Diesel 2. Earthy 3. Grape,https://www.leafly.com/indica/g-13,,,/indica/g-13,"G13 Diesel from Head Seeds is a well-balanced hybrid strain that descends from G13 and East Coast Sour Diesel. Its effects distribute themselves evenly between mind and body, bringing dueling sensations of cerebral energy and physical relaxation. This indica-leaning hybrid is a perfect way to get the appetite started or for spending cozy evenings at home. True to its Diesel heritage, G13 Diesel carries a pungent fuel-like odor sweetened by notes of citrus.; Most Helpful Deadrebel 10/21/2015 5:30 PM 10/21/2015 5:30 PM “Pretty radical, I got some of this in Summit County, let's say its well with in my top 5 favorite strains next to stardawg and nurse Jackie.” Read Full Review Report Abuse Most Recent lindstrand97 2/17/2016 11:01 PM 2/17/2016 11:01 PM “This strain is very good highly recommend it has a very good high to it. The high starts off with you are felling a lot of energy and happy. Makes you want to get out and do something with a very strong head high which comes from the sour diesel part. Then the high slowly changes to you get the munches and Wana just chill out and it changes to a body high (G13 part). The one down side to this strain is the high only ...” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/indica/g-13/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/sativa/east-coast-sour-diesel/badge?width=340&padding=false,4.5| 2 Reviews,4.5,"Newton, MA",G13 Diesel,G13; East Coast Sour Diesel,https://d3h17ltqi8v019.cloudfront.net/indica/g-13/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/sativa/east-coast-sour-diesel/badge?width=340&padding=false,https://www.leafly.com/hybrid/g13-diesel
1. Pine 2. Citrus 3. Spicy/Herbal,https://www.leafly.com/indica/g-13,65; End of October,65; End of October,/indica/g-13,"This hybrid of G13 has been crossed with an original Haze to give it a more uplifting sensation while still retaining the heavy hitting indica undertones. G13 was bred for maximum potency and renowned for its medical use, and it's definitely not recommended for beginners.; Most Helpful greenjoe 12/7/2011 9:38 PM 12/7/2011 9:38 PM “excellent smoke.....tasty lemon hash flavor .....mine turned purple a bit,which added to the frosty look......started 12/12...ended up with 3 1/2 oz's....a re-do for sure” Read Full Review Report Abuse Most Recent moodyh750 3/4/2016 6:12 PM 3/4/2016 6:12 PM “this was very good smoke.i`ve smoked lots of hazes and hybrids and this one works really well.rolled a medium joint and got pretty baked about half way through it.nice hard buds,sweet smelling and kind of fruity w/ a little earthiness.on me this weed helped everything,pain,anxiety,yada yada!i really liked this strain and will buy it again because it`s good anytime,and i do so love a good wake and bake and it will put...” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/indica/g-13/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/sativa/haze/badge?width=340&padding=false,4.3| 82 Reviews,4.3,"Portland, OR Seattle, WA Anacortes, WA Auburn, MA Beaverton, OR; Bothell,WA Cambridge, MA Davis, CA Detroit, MI Ellensburg, WA",G13 Haze,G13; Haze,https://d3h17ltqi8v019.cloudfront.net/indica/g-13/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/sativa/haze/badge?width=340&padding=false,https://www.leafly.com/hybrid/g13-haze
1. Earthy 2. Flowery 3. Lime,https://www.leafly.com/indica/g-13,Medium; Short; End of September,Medium; Short; End of September,/indica/g-13,"G13 Widow is a mix of two of the most renowned strains from across the cannabis landscape. G13, whose legend started in the US, combines with the prized White Widow, first bred in the Netherlands. The aroma of this intricate hybrid is sweet and tropical with notes of overripe fruit. G13 Widow is known to express itself as sativa- or indica-dominant depending on which of the many phenotypes it displays. The influence of G13 brings out medical strength, euphoric body effects, while White Widow brings a more uplifted, cerebral buzz. Medical patients note G13 Widow’s ability to fend off body pains and also its impact on stomach issues and appetite stimulation.; Most Helpful curiousgeorge03 1/29/2015 2:22 AM 1/29/2015 2:22 AM “I'm giving this 5 stars because it is an A grade indica. It gets you to a mellow state very quickly but it also sends your mind buzzing. Goes perfectly with modest mouse” Read Full Review Report Abuse Most Recent Ruy47 12/20/2015 5:18 AM 12/20/2015 5:18 AM “This shit is crazy my nigga ! Has me all over , perfect bud for an extreme high!! I'm on this shit rn my nigga trust me😂😂😂” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/indica/g-13/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/hybrid/white-widow/badge?width=340&padding=false,4.9| 7 Reviews,4.9,,G13 Widow,G13; White Widow,https://d3h17ltqi8v019.cloudfront.net/indica/g-13/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/hybrid/white-widow/badge?width=340&padding=false,https://www.leafly.com/hybrid/g13-widow
1. Citrus 2. Lime 3. Lemon,,,,,"GI001 is a sativa-dominant cannabis strain developed by one of Growth Industries’ botanists. This strain is characterized by a lime green plant color, citrus taste, and high yields during cultivation. With little to no psychoactive effects, GI001 is a great alternative for those who don’t want their medication to interfere with daily activities. Through Growth Industries’ medical grade, standardized cultivation policies and procedures, GI001 boasts a CBD to THC ratio of 24:1 on a consistent basis. Currently, Growth Industries’ strains are only available through authorized vendors and pharmaceutical raw material outlets.; Most Helpful HolisticHealth 7/2/2015 11:05 AM 7/2/2015 11:05 AM “Our team was recently invited to tour Growth Industries' farm and facilities. Upon arriving, we were instantly blown away by their attention to detail and organic cultivating practices. We're in the process of creating a CBD infused product, so we've been seeking a strain with a high CBD level. To keep it brief, Growth Industries made the decision easy.” Read Full Review Report Abuse Most Recent NaturalOrganicMedicines 9/15/2015 11:40 AM 9/15/2015 11:40 AM “We just received our first shipment of standardized medicinal GI001 extracted oil, after visiting the California farm. Our company has shopped all over the market for a superior standardized product and growth industries GI001 hits the mark. Keep up the good work” Read Full Review Report Abuse",,4.6| 6 Reviews,4.6,,GI001,,,https://www.leafly.com/hybrid/gi-001
1. Lemon 2. Citrus 3. Earthy,https://www.leafly.com/indica/pakistani-chitral-kush,,,/indica/pakistani-chitral-kush,"GRiZ Kush is a custom strain bred by Native Roots in collaboration with RootSeller Genetics. This exclusive hybrid blend of Tangerine Haze and Pakistani Chitral Kush genetics was hand-selected by the musician GRiZ based on his favorite flavors and desired effects. The strain was developed to have an earthy, citrus aroma and a balance between heady sativa energy and relaxing indica effects. The buds present themselves with a hint of purple coloring and carry a robust tangerine flavor with a hint of pine from the Kush undertones. The complex flavor of GRiZ Kush brings with it a wave of euphoric laughter and a burst of creative energy that relaxes anxieties while stimulating the appetite.; Most Helpful hydef 4/21/2015 6:47 PM 4/21/2015 6:47 PM “I love this strain almost as much as I love the future-funk man GRiZ himself. Now I just need a dispensary in Seattle to source it!” Read Full Review Report Abuse Most Recent piyei 1/8/2016 1:15 AM 1/8/2016 1:15 AM “Great taste, beautiful colored bud.” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/indica/pakistani-chitral-kush/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/hybrid/tangerine-haze/badge?width=340&padding=false,4.4| 11 Reviews,4.4,"Colorado Springs, CO Boulder, CO Aspen, CO Denver, CO; Edgewater, CO Frisco, CO Littleton, CO Vail, CO",GRiZ Kush,Pakistani Chitral Kush; Tangerine Haze,https://d3h17ltqi8v019.cloudfront.net/indica/pakistani-chitral-kush/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/hybrid/tangerine-haze/badge?width=340&padding=false,https://www.leafly.com/hybrid/griz-kush
1. Sweet 2. Grape 3. Earthy,https://www.leafly.com/indica/purple-dragon,70; Medium; Medium; End of October,70; Medium; Medium; End of October,/indica/purple-dragon,"The 60/40 indica-dominant hybrid Game Changer is a clone-only strain plausibly named for its ability to pivot bad moods, aches, and pains. It descends from California’s Purple Dragon and Thailand’s landrace sativa known as Green Thai, and this genetic fusion is evident in Game Changer’s twisting hues of vibrant green and deep purple. Floral notes sit quietly under a loud aroma of tropical fruit and grape in a show of this hybrid’s complex terpene profile. Whether it’s day or night, Game Changer offers unencumbered euphoria perfect for those looking to ease into the cannabis waters.; Most Helpful Shakta 11/6/2015 1:56 AM 11/6/2015 1:56 AM “I've been an active smoker since 1993 and I must say this stuff is in my - best 3 ever(if not the best). It gives you rapid 100% positive feeling, will dig you out from the deepest shit and will make you happy again or much more happy if you already are. I have to stay focus at work most of the time and this strain helps alot, you become talkative but not stupid, creative with lots of ideas, different perspectives an...” Read Full Review Report Abuse Most Recent SamSiegs 2/25/2016 5:03 PM 2/25/2016 5:03 PM “Fire” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/indica/purple-dragon/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/sativa/thai/badge?width=340&padding=false,4.6| 47 Reviews,4.6,"Berkeley, CA Chico, CA Coronado, CA Marysville,CA Poulsbo,WA; Rogue River, OR San Diego, CA Shoreline, WA Soquel, CA Walnut Creek,CA",Game Changer,Purple Dragon; Thai,https://d3h17ltqi8v019.cloudfront.net/indica/purple-dragon/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/sativa/thai/badge?width=340&padding=false,https://www.leafly.com/hybrid/game-changer
1. Berry 2. Flowery 3. Sweet,https://www.leafly.com/indica/plushberry,,,/indica/plushberry,"From Zion Botanicals comes Ganesh Berry, a hybrid cannabis strain that pulls genetics from Plushberry and a Northern Indian and Afghani hybrid. In small doses, Ganesh Berry provides focused and creative effects that can be enjoyed any time of the day. Up the dose and you’ll notice considerably heavier body sensations that relax muscles and tranquilize the mind. These effects are ushered in by a fusion of sweet fruity and berry flavors.; Most Helpful EBzion 10/21/2014 5:18 AM 10/21/2014 5:18 AM “Zion's Ganesh Berry 50% Landrace Afghanica 50% Indica Zion's Ganesh Berry is a hybrid Afghanica x with TGA's Plushberry. One of Zion Botanicals own creations. This strain has origins from North Indian and Afghanistan mountain ranges. Ganesh Berry provides the muscle relaxing properties of a true Afghanica, with the berry flavor of Plushberry. Try a little of this during the day to feel focused and clear, or relax a...” Read Full Review Report Abuse Most Recent csmcaboy 2/26/2016 6:16 AM 2/26/2016 6:16 AM “All time list to keep in head stash. This is that space man rocket blast into orbit ganja that is a rare treat. I've tried Zion's Ganeshberry over 2 years of multiple harvests and can say for me the effects & flavor are consistent. Head space is expansive after only a few tokes. Relaxed body until smoking over a gram per sitting and it starts to get realllllly melty.” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/indica/plushberry/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/indica/north-indian/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/indica/afghani/badge?width=340&padding=false,4.8| 5 Reviews,4.8,"Hingham, MA Mount Vernon, WA Renton, WA; Shoreline, WA Snohomish, WA Wenatchee,WA",Ganesh Berry,Plushberry; North Indian; Afghani,https://d3h17ltqi8v019.cloudfront.net/indica/plushberry/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/indica/north-indian/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/indica/afghani/badge?width=340&padding=false,https://www.leafly.com/hybrid/ganesh-berry
1. Earthy 2. Flowery 3. Pine,https://www.leafly.com/hybrid/og-kush,,,/hybrid/og-kush,"Gatekeeper OG is a sativa-dominant hybrid strain that was bred as an attempt to recreate and stabilize the “Farmer 12” version of OG Kush. Its breeding processes consisted of crossing Sensi Star, Medicine Man, and OG Kush, and then backcrossing it with OG Kush several more times to accentuate its earthy pine aroma and powerful effect profile. Expect that familiar OG Kush experience that begins with blissful relaxation and ends with a ravenous appetite.; Most Helpful tdever75 8/28/2015 4:23 AM 8/28/2015 4:23 AM “Pine & earth hybrids run rampant among us, but if you're a connoisseur of what's really good like me, most specifically this flower - it will stand out as one of the best strains as this one, my friends; is blended to perfection. Sensi Star, Medicine Man & OG Kush makes for a very balanced hybrid with the XB creates a light bodied, head-heavy yet indica based high. The name speaks for itself; unless prepared, you'll ...” Read Full Review Report Abuse Most Recent wildchad 10/12/2015 8:57 PM 10/12/2015 8:57 PM “this is my new favorite strain. tastes yummy. talk about an uplifting med, wow. I feel great.” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/hybrid/og-kush/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/indica/sensi-star/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/hybrid/medicine-man/badge?width=340&padding=false,5| 2 Reviews,5,,Gatekeeper OG,OG Kush; Sensi Star; Medicine Man,https://d3h17ltqi8v019.cloudfront.net/hybrid/og-kush/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/indica/sensi-star/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/hybrid/medicine-man/badge?width=340&padding=false,https://www.leafly.com/hybrid/gatekeeper-og
